Area/1172 Carbon/279.45684814453125
Area/2470 Carbon/4586.6123046875
Area/4071 Carbon/934.8716430664062
Area/2044 Carbon/2013.3497314453125
Area/4689 Carbon/0.0
Area/3441 Carbon/0.0
Area/1726 Carbon/1205.2940673828125
Area/208 Carbon/453.2530517578125
Area/3083 Carbon/1429.4775390625
Area/227 Carbon/114.74877166748047
Area/893 Carbon/454.596923828125
Area/5229 Carbon/248.0833282470703
Area/1644 Carbon/996.3449096679688
Area/3563 Carbon/854.2821044921875
Area/4444 Carbon/0.0
Area/3004 Carbon/1043.2664794921875
Area/2901 Carbon/4302.470703125
Area/1669 Carbon/407.94744873046875
Area/2382 Carbon/2321.649169921875
Area/151 Carbon/122.42193603515625
Area/1747 Carbon/368.2699279785156
Area/3805 Carbon/541.4855346679688
Area/18 Carbon/254.71395874023438
Area/1741 Carbon/642.724365234375
Area/4730 Carbon/418.7411804199219
Area/2011 Carbon/1046.631591796875
Area/4807 Carbon/271.6739501953125
Area/3733 Carbon/876.1387939453125
Area/3886 Carbon/565.75390625
Area/5084 Carbon/0.0
Area/3206 Carbon/535.0635986328125
Area/2271 Carbon/391.1816711425781
Area/4890 Carbon/232.67872619628906
Area/3117 Carbon/701.6885986328125
Area/3935 Carbon/0.0
Area/4927 Carbon/0.0
Area/5137 Carbon/239.43502807617188
Area/655 Carbon/290.3240966796875
Area/3757 Carbon/1246.7281494140625
Area/3090 Carbon/862.7406005859375
Area/2050 Carbon/2177.230224609375
Area/3671 Carbon/1389.179931640625
Area/1971 Carbon/2661.726318359375
Area/4939 Carbon/0.0
Area/3595 Carbon/0.0
Area/1623 Carbon/1291.7574462890625
Area/4517 Carbon/198.8285369873047
Area/4278 Carbon/0.0
Area/2347 Carbon/593.9132690429688
Area/4577 Carbon/645.6875
Area/4929 Carbon/0.0
Area/398 Carbon/208.45431518554688
Area/2302 Carbon/3929.64990234375
Area/1206 Carbon/1126.37255859375
Area/1176 Carbon/139.13983154296875
Area/4287 Carbon/329.73260498046875
Area/5254 Carbon/0.0
Area/4675 Carbon/0.0
Area/607 Carbon/1100.0472412109375
Area/2996 Carbon/1566.3411865234375
Area/1080 Carbon/315.0877380371094
Area/2819 Carbon/4774.4736328125
Area/5135 Carbon/294.36444091796875
Area/3939 Carbon/713.2946166992188
Area/702 Carbon/696.01416015625
Area/4322 Carbon/848.1759033203125
Area/2688 Carbon/250.91302490234375
Area/2369 Carbon/697.1854858398438
Area/2389 Carbon/5188.38623046875
Area/2604 Carbon/237.88372802734375
Area/1373 Carbon/1170.2806396484375
Area/1996 Carbon/647.0646362304688
Area/1736 Carbon/1028.7467041015625
Area/2538 Carbon/732.820068359375
Area/3944 Carbon/181.4693603515625
Area/2540 Carbon/863.1014404296875
Area/4420 Carbon/0.0
Area/1845 Carbon/1486.2689208984375
Area/4853 Carbon/0.0
Area/354 Carbon/874.134521484375
Area/1811 Carbon/1649.7197265625
Area/3807 Carbon/528.6779174804688
Area/3709 Carbon/641.9486694335938
Area/5272 Carbon/0.0
Area/3503 Carbon/1159.88134765625
Area/5071 Carbon/539.2969360351562
Area/5009 Carbon/0.0
Area/2785 Carbon/536.5536499023438
Area/3011 Carbon/466.48162841796875
Area/4184 Carbon/492.87237548828125
Area/5136 Carbon/269.8914489746094
Area/1994 Carbon/681.245361328125
Area/4726 Carbon/313.6468505859375
Area/1700 Carbon/850.4598999023438
Area/2219 Carbon/3931.973876953125
Area/880 Carbon/910.1450805664062
Area/2461 Carbon/1732.671142578125
Area/4088 Carbon/0.0
Area/4112 Carbon/0.0
Area/885 Carbon/740.9117431640625
Area/1745 Carbon/414.3585510253906
Area/3617 Carbon/495.14495849609375
Area/3470 Carbon/716.6171264648438
Area/3347 Carbon/0.0
Area/5170 Carbon/0.0
Area/1261 Carbon/144.09390258789062
Area/2609 Carbon/263.7336730957031
Area/59 Carbon/114.21504211425781
Area/4412 Carbon/1145.19921875
Area/991 Carbon/149.8155517578125
Area/2893 Carbon/3083.20703125
Area/1735 Carbon/1223.8343505859375
Area/706 Carbon/838.5899658203125
Area/2228 Carbon/5108.1435546875
Area/2360 Carbon/309.92718505859375
Area/3214 Carbon/814.3341674804688
Area/72 Carbon/181.11048889160156
Area/1535 Carbon/889.2965087890625
Area/4522 Carbon/0.0
Area/4752 Carbon/0.0
Area/1863 Carbon/645.7108764648438
Area/4887 Carbon/248.81069946289062
Area/235 Carbon/132.49459838867188
Area/4368 Carbon/375.63037109375
Area/4460 Carbon/506.69171142578125
Area/19 Carbon/279.22698974609375
Area/3340 Carbon/976.226318359375
Area/1809 Carbon/1647.6326904296875
Area/4324 Carbon/993.3101806640625
Area/4365 Carbon/0.0
Area/3684 Carbon/0.0
Area/4583 Carbon/0.0
Area/1797 Carbon/1763.99658203125
Area/3102 Carbon/0.0
Area/203 Carbon/491.21661376953125
Area/2298 Carbon/2404.01416015625
Area/1643 Carbon/1015.9649047851562
Area/165 Carbon/152.96556091308594
Area/2095 Carbon/1042.9576416015625
Area/4157 Carbon/1028.0233154296875
Area/2707 Carbon/685.7255859375
Area/4106 Carbon/639.9923095703125
Area/4404 Carbon/675.8186645507812
Area/1679 Carbon/881.6671752929688
Area/2036 Carbon/1039.8975830078125
Area/1526 Carbon/676.9243774414062
Area/4711 Carbon/678.2597045898438
Area/541 Carbon/990.9935302734375
Area/3827 Carbon/1193.31103515625
Area/1923 Carbon/676.0039672851562
Area/5172 Carbon/0.0
Area/439 Carbon/1011.6904296875
Area/4858 Carbon/0.0
Area/138 Carbon/168.05743408203125
Area/1911 Carbon/656.3331298828125
Area/4849 Carbon/55.010650634765625
Area/4587 Carbon/0.0
Area/4119 Carbon/314.79345703125
Area/3415 Carbon/1271.4527587890625
Area/108 Carbon/296.96405029296875
Area/4013 Carbon/0.0
Area/2745 Carbon/1763.8778076171875
Area/191 Carbon/423.4820861816406
Area/1628 Carbon/1620.7926025390625
Area/3362 Carbon/874.371337890625
Area/249 Carbon/154.31024169921875
Area/1370 Carbon/926.3527221679688
Area/1154 Carbon/331.73028564453125
Area/431 Carbon/1074.114013671875
Area/1463 Carbon/1371.01953125
Area/2343 Carbon/742.5394897460938
Area/902 Carbon/246.40565490722656
Area/1655 Carbon/698.037841796875
Area/1407 Carbon/367.1604919433594
Area/2292 Carbon/1953.101318359375
Area/4712 Carbon/609.9452514648438
Area/1530 Carbon/730.22314453125
Area/690 Carbon/1052.728515625
Area/335 Carbon/117.2159194946289
Area/2600 Carbon/0.0
Area/1569 Carbon/847.8594360351562
Area/515 Carbon/1287.114013671875
Area/1439 Carbon/667.468505859375
Area/5075 Carbon/0.0
Area/4956 Carbon/1918.197265625
Area/580 Carbon/521.6149291992188
Area/1389 Carbon/856.7734375
Area/4189 Carbon/520.66943359375
Area/2476 Carbon/6934.0673828125
Area/3243 Carbon/1897.4166259765625
Area/1144 Carbon/545.3516235351562
Area/1837 Carbon/520.7852783203125
Area/3542 Carbon/802.364990234375
Area/3885 Carbon/651.3218994140625
Area/3136 Carbon/1156.558349609375
Area/3767 Carbon/0.0
Area/2956 Carbon/618.553466796875
Area/4876 Carbon/1512.1976318359375
Area/920 Carbon/441.623779296875
Area/2764 Carbon/403.226806640625
Area/69 Carbon/122.80616760253906
Area/2946 Carbon/544.4262084960938
Area/3592 Carbon/1455.949462890625
Area/766 Carbon/917.8421630859375
Area/1708 Carbon/1504.15869140625
Area/2575 Carbon/1909.425048828125
Area/1733 Carbon/1161.3753662109375
Area/57 Carbon/133.45401000976562
Area/4467 Carbon/454.03497314453125
Area/4222 Carbon/483.3021240234375
Area/2023 Carbon/554.4641723632812
Area/2486 Carbon/3571.6337890625
Area/4470 Carbon/455.2874755859375
Area/2662 Carbon/1423.5616455078125
Area/463 Carbon/558.5592041015625
Area/1729 Carbon/1130.898193359375
Area/3160 Carbon/1817.9307861328125
Area/5118 Carbon/76.39986419677734
Area/2645 Carbon/7187.8212890625
Area/3375 Carbon/581.3120727539062
Area/3091 Carbon/761.4410400390625
Area/3078 Carbon/1559.9620361328125
Area/2008 Carbon/775.6209106445312
Area/4777 Carbon/0.0
Area/958 Carbon/971.5476684570312
Area/143 Carbon/118.31428527832031
Area/1762 Carbon/1299.189453125
Area/3575 Carbon/1559.62255859375
Area/5179 Carbon/0.0
Area/3244 Carbon/1691.3514404296875
Area/1300 Carbon/967.0108032226562
Area/306 Carbon/194.1437530517578
Area/1962 Carbon/1912.89599609375
Area/1284 Carbon/843.0985107421875
Area/2482 Carbon/6481.00830078125
Area/3952 Carbon/318.08013916015625
Area/169 Carbon/0.0
Area/698 Carbon/656.1173095703125
Area/5023 Carbon/0.0
Area/4369 Carbon/342.5169677734375
Area/1138 Carbon/837.0910034179688
Area/5039 Carbon/76.06605529785156
Area/1862 Carbon/622.466552734375
Area/2949 Carbon/545.4329833984375
Area/3133 Carbon/1057.0064697265625
Area/3633 Carbon/764.5985107421875
Area/2625 Carbon/811.6358642578125
Area/1043 Carbon/984.5865478515625
Area/3910 Carbon/1257.7861328125
Area/3873 Carbon/460.77996826171875
Area/3186 Carbon/0.0
Area/3019 Carbon/0.0
Area/2682 Carbon/202.40269470214844
Area/250 Carbon/150.01934814453125
Area/4000 Carbon/1111.2664794921875
Area/891 Carbon/564.2808837890625
Area/1051 Carbon/809.336669921875
Area/451 Carbon/704.0703125
Area/4438 Carbon/215.88340759277344
Area/998 Carbon/417.2674560546875
Area/3842 Carbon/0.0
Area/2677 Carbon/649.2376098632812
Area/3333 Carbon/1118.2608642578125
Area/2446 Carbon/325.4436340332031
Area/4185 Carbon/492.5188903808594
Area/4450 Carbon/0.0
Area/1107 Carbon/628.4710083007812
Area/2726 Carbon/5395.736328125
Area/2498 Carbon/1208.6822509765625
Area/863 Carbon/770.5016479492188
Area/4375 Carbon/402.0403747558594
Area/2934 Carbon/0.0
Area/3604 Carbon/0.0
Area/4299 Carbon/668.5088500976562
Area/2013 Carbon/1295.8441162109375
Area/2881 Carbon/1112.752685546875
Area/2988 Carbon/3040.6787109375
Area/2453 Carbon/689.1846923828125
Area/1234 Carbon/474.38714599609375
Area/539 Carbon/914.7410888671875
Area/4968 Carbon/280.5517578125
Area/5032 Carbon/0.0
Area/575 Carbon/471.2467041015625
Area/601 Carbon/1409.0118408203125
Area/4310 Carbon/391.3208312988281
Area/1896 Carbon/1667.792236328125
Area/2173 Carbon/794.5324096679688
Area/367 Carbon/649.1549682617188
Area/3191 Carbon/0.0
Area/1197 Carbon/737.450439453125
Area/5201 Carbon/60.32789993286133
Area/4999 Carbon/0.0
Area/2664 Carbon/1346.7330322265625
Area/2624 Carbon/760.7066650390625
Area/4626 Carbon/589.623046875
Area/1097 Carbon/330.9096374511719
Area/4784 Carbon/0.0
Area/653 Carbon/306.5679931640625
Area/3060 Carbon/2160.23828125
Area/3502 Carbon/1210.7054443359375
Area/911 Carbon/435.39166259765625
Area/1231 Carbon/578.24267578125
Area/1903 Carbon/1262.9822998046875
Area/195 Carbon/438.1109313964844
Area/2440 Carbon/265.45233154296875
Area/4843 Carbon/0.0
Area/2746 Carbon/1578.777099609375
Area/839 Carbon/209.5221405029297
Area/1405 Carbon/535.2667236328125
Area/1014 Carbon/389.9939880371094
Area/2567 Carbon/7180.62353515625
Area/2429 Carbon/543.258544921875
Area/3138 Carbon/1247.810791015625
Area/3664 Carbon/1175.9605712890625
Area/1007 Carbon/149.82508850097656
Area/4014 Carbon/0.0
Area/1967 Carbon/2186.322509765625
Area/4210 Carbon/486.86322021484375
Area/5017 Carbon/0.0
Area/3099 Carbon/0.0
Area/4476 Carbon/416.9967956542969
Area/3306 Carbon/988.5223388671875
Area/999 Carbon/420.14276123046875
Area/2771 Carbon/0.0
Area/1453 Carbon/972.7188110351562
Area/3508 Carbon/1332.7734375
Area/326 Carbon/215.07814025878906
Area/2394 Carbon/5671.96630859375
Area/202 Carbon/543.2998657226562
Area/1869 Carbon/1024.638916015625
Area/2411 Carbon/1369.649658203125
Area/3786 Carbon/395.46624755859375
Area/4261 Carbon/0.0
Area/1279 Carbon/734.4869384765625
Area/3693 Carbon/156.3131866455078
Area/1383 Carbon/1043.154052734375
Area/666 Carbon/469.6256103515625
Area/22 Carbon/289.33837890625
Area/3870 Carbon/385.8704528808594
Area/506 Carbon/462.58966064453125
Area/4161 Carbon/1332.8995361328125
Area/5199 Carbon/41.947288513183594
Area/3772 Carbon/0.0
Area/3170 Carbon/1080.146484375
Area/4418 Carbon/0.0
Area/1402 Carbon/775.93896484375
Area/679 Carbon/891.3867797851562
Area/2942 Carbon/481.75018310546875
Area/760 Carbon/467.6230773925781
Area/1601 Carbon/415.5088806152344
Area/3343 Carbon/815.5335083007812
Area/4842 Carbon/0.0
Area/452 Carbon/756.7958984375
Area/3971 Carbon/545.564453125
Area/4899 Carbon/424.550537109375
Area/2234 Carbon/2360.779296875
Area/784 Carbon/645.24169921875
Area/2177 Carbon/826.2607421875
Area/3172 Carbon/986.6845703125
Area/5212 Carbon/588.8380126953125
Area/4894 Carbon/288.8032531738281
Area/4193 Carbon/0.0
Area/3251 Carbon/1130.431396484375
Area/1245 Carbon/218.84844970703125
Area/4699 Carbon/0.0
Area/2233 Carbon/3312.373291015625
Area/3145 Carbon/2112.802734375
Area/1548 Carbon/1232.7415771484375
Area/3179 Carbon/393.82373046875
Area/508 Carbon/660.2040405273438
Area/268 Carbon/672.23828125
Area/4213 Carbon/712.3529663085938
Area/3857 Carbon/509.5902404785156
Area/487 Carbon/232.10372924804688
Area/4788 Carbon/2334.5234375
Area/675 Carbon/464.5938720703125
Area/4943 Carbon/0.0
Area/3561 Carbon/768.326904296875
Area/5215 Carbon/470.0308532714844
Area/2164 Carbon/839.3007202148438
Area/339 Carbon/420.96258544921875
Area/1121 Carbon/942.828369140625
Area/4758 Carbon/0.0
Area/1066 Carbon/347.42572021484375
Area/5014 Carbon/0.0
Area/2800 Carbon/1673.8924560546875
Area/2873 Carbon/664.5477905273438
Area/5276 Carbon/0.0
Area/374 Carbon/754.9545288085938
Area/1376 Carbon/1438.296142578125
Area/5284 Carbon/39.96757507324219
Area/667 Carbon/468.022216796875
Area/4170 Carbon/0.0
Area/3812 Carbon/724.6327514648438
Area/1774 Carbon/470.1714172363281
Area/605 Carbon/1154.957275390625
Area/699 Carbon/645.9755859375
Area/3319 Carbon/1769.94921875
Area/3672 Carbon/1332.7734375
Area/3745 Carbon/1211.0089111328125
Area/4627 Carbon/596.7738037109375
Area/1723 Carbon/1184.75634765625
Area/1473 Carbon/988.5323486328125
Area/3694 Carbon/116.31966400146484
Area/4379 Carbon/565.6190185546875
Area/700 Carbon/643.7250366210938
Area/4519 Carbon/196.8506622314453
Area/640 Carbon/414.4836730957031
Area/2226 Carbon/4903.07568359375
Area/3749 Carbon/1264.37451171875
Area/4441 Carbon/0.0
Area/4753 Carbon/0.0
Area/716 Carbon/761.373779296875
Area/1937 Carbon/614.9379272460938
Area/3094 Carbon/476.75848388671875
Area/4296 Carbon/532.6565551757812
Area/540 Carbon/990.9935302734375
Area/2141 Carbon/3555.994140625
Area/2160 Carbon/1124.4542236328125
Area/837 Carbon/373.36773681640625
Area/4691 Carbon/0.0
Area/3663 Carbon/1223.328857421875
Area/3509 Carbon/1423.22021484375
Area/1693 Carbon/566.4896850585938
Area/594 Carbon/754.75439453125
Area/3167 Carbon/1265.1612548828125
Area/4607 Carbon/0.0
Area/4197 Carbon/0.0
Area/2879 Carbon/951.2789306640625
Area/3810 Carbon/603.5615234375
Area/4499 Carbon/0.0
Area/1990 Carbon/938.2691040039062
Area/375 Carbon/771.3379516601562
Area/1772 Carbon/501.4501647949219
Area/3029 Carbon/994.9378051757812
Area/1217 Carbon/899.3160400390625
Area/546 Carbon/874.4592895507812
Area/558 Carbon/336.17852783203125
Area/2296 Carbon/2226.927490234375
Area/3444 Carbon/581.029541015625
Area/110 Carbon/455.2875061035156
Area/4532 Carbon/0.0
Area/4043 Carbon/562.8089599609375
Area/825 Carbon/383.7069396972656
Area/1630 Carbon/1606.5194091796875
Area/3524 Carbon/201.18295288085938
Area/3981 Carbon/576.0499877929688
Area/1692 Carbon/480.974365234375
Area/1682 Carbon/834.8546142578125
Area/3723 Carbon/549.8294067382812
Area/1596 Carbon/609.1983032226562
Area/4958 Carbon/1726.0076904296875
Area/3968 Carbon/693.5816650390625
Area/3239 Carbon/2483.548583984375
Area/1381 Carbon/1104.1829833984375
Area/4645 Carbon/358.4058532714844
Area/905 Carbon/182.89645385742188
Area/883 Carbon/814.738037109375
Area/1074 Carbon/143.98184204101562
Area/4851 Carbon/0.0
Area/2810 Carbon/4831.14111328125
Area/77 Carbon/192.6016387939453
Area/4331 Carbon/0.0
Area/3351 Carbon/0.0
Area/803 Carbon/645.4718017578125
Area/3131 Carbon/893.9127197265625
Area/1275 Carbon/670.6336669921875
Area/5128 Carbon/670.066650390625
Area/1532 Carbon/803.451904296875
Area/2069 Carbon/1652.4290771484375
Area/315 Carbon/139.73004150390625
Area/4137 Carbon/546.2196044921875
Area/2112 Carbon/518.98974609375
Area/4176 Carbon/0.0
Area/767 Carbon/953.0939331054688
Area/224 Carbon/162.3115692138672
Area/4402 Carbon/593.3739624023438
Area/2165 Carbon/813.9902954101562
Area/3394 Carbon/1060.530517578125
Area/2114 Carbon/534.8086547851562
Area/649 Carbon/316.83135986328125
Area/2156 Carbon/1400.7445068359375
Area/5236 Carbon/0.0
Area/3978 Carbon/487.0064697265625
Area/1242 Carbon/165.64183044433594
Area/3084 Carbon/1398.7252197265625
Area/42 Carbon/415.6215515136719
Area/4169 Carbon/0.0
Area/3866 Carbon/294.1636657714844
Area/3612 Carbon/324.1514892578125
Area/2020 Carbon/739.4490356445312
Area/2915 Carbon/1562.1064453125
Area/3432 Carbon/0.0
Area/2080 Carbon/691.6327514648438
Area/3107 Carbon/0.0
Area/2865 Carbon/501.4358825683594
Area/3571 Carbon/1244.673828125
Area/3086 Carbon/1144.3629150390625
Area/1812 Carbon/1594.173095703125
Area/864 Carbon/736.4996948242188
Area/743 Carbon/583.1777954101562
Area/3255 Carbon/965.868896484375
Area/3326 Carbon/1970.04443359375
Area/5278 Carbon/0.0
Area/4754 Carbon/0.0
Area/3364 Carbon/866.1400146484375
Area/149 Carbon/119.84752655029297
Area/81 Carbon/147.3644561767578
Area/1444 Carbon/724.0603637695312
Area/4317 Carbon/579.3748168945312
Area/396 Carbon/201.6529083251953
Area/2192 Carbon/419.9412841796875
Area/3368 Carbon/732.4027099609375
Area/878 Carbon/900.5263061523438
Area/4230 Carbon/496.4502258300781
Area/1347 Carbon/221.08091735839844
Area/1342 Carbon/235.8846893310547
Area/3504 Carbon/1170.275390625
Area/5063 Carbon/293.1031494140625
Area/5150 Carbon/364.05352783203125
Area/623 Carbon/881.1737060546875
Area/3670 Carbon/1381.6510009765625
Area/2984 Carbon/3371.832763671875
Area/1776 Carbon/481.48553466796875
Area/2904 Carbon/4114.07470703125
Area/3049 Carbon/1109.74609375
Area/2144 Carbon/3959.94677734375
Area/1978 Carbon/2335.95751953125
Area/2324 Carbon/1677.346923828125
Area/3233 Carbon/1951.275390625
Area/2594 Carbon/617.8823852539062
Area/1427 Carbon/395.287841796875
Area/486 Carbon/240.86085510253906
Area/1267 Carbon/451.793701171875
Area/1570 Carbon/782.9898071289062
Area/1920 Carbon/533.4267578125
Area/4055 Carbon/492.5565490722656
Area/4070 Carbon/894.6337890625
Area/3961 Carbon/674.4973754882812
Area/2366 Carbon/534.7654418945312
Area/2196 Carbon/497.27703857421875
Area/5066 Carbon/405.13079833984375
Area/1064 Carbon/455.2874755859375
Area/4907 Carbon/488.9896240234375
Area/4734 Carbon/436.42364501953125
Area/4847 Carbon/0.0
Area/4413 Carbon/0.0
Area/2792 Carbon/840.9291381835938
Area/2989 Carbon/2977.069091796875
Area/2603 Carbon/0.0
Area/3040 Carbon/607.9782104492188
Area/959 Carbon/971.3763427734375
Area/298 Carbon/376.09967041015625
Area/882 Carbon/864.4368896484375
Area/4523 Carbon/0.0
Area/1168 Carbon/325.890380859375
Area/1757 Carbon/913.5122680664062
Area/547 Carbon/764.39404296875
Area/673 Carbon/322.2933349609375
Area/4479 Carbon/491.3331604003906
Area/4684 Carbon/0.0
Area/556 Carbon/349.7602844238281
Area/4560 Carbon/372.3352966308594
Area/4202 Carbon/304.972900390625
Area/1763 Carbon/1192.44970703125
Area/5165 Carbon/0.0
Area/90 Carbon/299.7130432128906
Area/1460 Carbon/1558.29736328125
Area/3052 Carbon/1238.3673095703125
Area/609 Carbon/936.0012817382812
Area/4974 Carbon/205.0576171875
Area/2327 Carbon/1327.938720703125
Area/2762 Carbon/558.286865234375
Area/4595 Carbon/121.18875885009766
Area/4987 Carbon/518.3858032226562
Area/3003 Carbon/1060.663818359375
Area/1265 Carbon/276.189208984375
Area/2632 Carbon/1832.7862548828125
Area/2588 Carbon/835.4752197265625
Area/3677 Carbon/0.0
Area/499 Carbon/233.80523681640625
Area/4492 Carbon/679.1575927734375
Area/1545 Carbon/1550.6380615234375
Area/1936 Carbon/787.2854614257812
Area/1600 Carbon/447.21484375
Area/4703 Carbon/0.0
Area/3793 Carbon/647.0532836914062
Area/193 Carbon/403.1575012207031
Area/1450 Carbon/801.7564086914062
Area/3905 Carbon/974.4608154296875
Area/1063 Carbon/466.4336853027344
Area/807 Carbon/539.3299560546875
Area/867 Carbon/651.1572875976562
Area/443 Carbon/767.5374145507812
Area/1555 Carbon/1136.54638671875
Area/4510 Carbon/0.0
Area/3056 Carbon/1851.049560546875
Area/4164 Carbon/901.12890625
Area/859 Carbon/842.02490234375
Area/3423 Carbon/1129.5040283203125
Area/1507 Carbon/642.5445556640625
Area/1565 Carbon/1085.4637451171875
Area/527 Carbon/852.4463500976562
Area/421 Carbon/345.7618103027344
Area/918 Carbon/573.53466796875
Area/21 Carbon/278.7004699707031
Area/874 Carbon/900.5263061523438
Area/2250 Carbon/853.028076171875
Area/4724 Carbon/273.5173034667969
Area/1925 Carbon/905.8299560546875
Area/2953 Carbon/620.7943725585938
Area/3720 Carbon/575.298828125
Area/5184 Carbon/0.0
Area/1416 Carbon/263.0054931640625
Area/2376 Carbon/1707.334228515625
Area/2877 Carbon/837.9510498046875
Area/2012 Carbon/1275.2978515625
Area/226 Carbon/127.78024291992188
Area/1801 Carbon/1640.7744140625
Area/1110 Carbon/639.4554443359375
Area/1953 Carbon/1075.2904052734375
Area/3862 Carbon/119.12100219726562
Area/2870 Carbon/597.6201782226562
Area/1224 Carbon/842.2653198242188
Area/651 Carbon/344.9357604980469
Area/4397 Carbon/490.5763244628906
Area/2689 Carbon/269.0341491699219
Area/974 Carbon/620.5850830078125
Area/2731 Carbon/5684.587890625
Area/4434 Carbon/275.8765563964844
Area/1433 Carbon/315.4601745605469
Area/3140 Carbon/1479.775390625
Area/4389 Carbon/432.2843322753906
Area/2529 Carbon/320.46142578125
Area/3248 Carbon/1261.1295166015625
Area/4182 Carbon/0.0
Area/4033 Carbon/323.5645751953125
Area/1808 Carbon/0.0
Area/4854 Carbon/0.0
Area/4306 Carbon/455.260986328125
Area/4465 Carbon/511.45306396484375
Area/3001 Carbon/1304.184814453125
Area/1114 Carbon/772.23779296875
Area/277 Carbon/423.8500671386719
Area/4546 Carbon/565.590576171875
Area/2969 Carbon/1545.8785400390625
Area/3341 Carbon/923.312255859375
Area/2714 Carbon/1348.240478515625
Area/5111 Carbon/0.0
Area/3025 Carbon/743.125
Area/66 Carbon/98.1180648803711
Area/1749 Carbon/329.5281677246094
Area/3147 Carbon/2375.420166015625
Area/4972 Carbon/210.1847686767578
Area/432 Carbon/1179.491943359375
Area/1819 Carbon/1210.3154296875
Area/1320 Carbon/434.602294921875
Area/3149 Carbon/2349.4736328125
Area/4898 Carbon/403.019775390625
Area/3562 Carbon/820.9927368164062
Area/2655 Carbon/3895.16162109375
Area/550 Carbon/0.0
Area/2692 Carbon/272.3016052246094
Area/47 Carbon/316.1701965332031
Area/2318 Carbon/3148.108154296875
Area/1423 Carbon/447.59759521484375
Area/2395 Carbon/5892.05908203125
Area/4896 Carbon/338.0247497558594
Area/4921 Carbon/0.0
Area/2237 Carbon/1922.9676513671875
Area/3387 Carbon/799.408935546875
Area/139 Carbon/161.35812377929688
Area/1398 Carbon/936.4307861328125
Area/3667 Carbon/1441.28759765625
Area/813 Carbon/422.6986083984375
Area/4867 Carbon/0.0
Area/2572 Carbon/3369.0791015625
Area/4249 Carbon/0.0
Area/5156 Carbon/0.0
Area/3818 Carbon/901.12890625
Area/3271 Carbon/0.0
Area/816 Carbon/332.2136535644531
Area/3044 Carbon/746.1276245117188
Area/4860 Carbon/0.0
Area/2460 Carbon/1575.8380126953125
Area/3408 Carbon/2100.513427734375
Area/3126 Carbon/677.9153442382812
Area/4793 Carbon/988.6543579101562
Area/4831 Carbon/0.0
Area/4653 Carbon/454.385986328125
Area/5227 Carbon/263.124755859375
Area/1934 Carbon/883.0825805664062
Area/1002 Carbon/464.031982421875
Area/913 Carbon/587.40576171875
Area/684 Carbon/1297.439697265625
Area/3213 Carbon/745.489501953125
Area/4707 Carbon/1061.577392578125
Area/3853 Carbon/0.0
Area/1158 Carbon/149.87335205078125
Area/5192 Carbon/0.0
Area/5101 Carbon/0.0
Area/4902 Carbon/478.0708923339844
Area/4825 Carbon/470.21356201171875
Area/1149 Carbon/485.2718811035156
Area/2372 Carbon/1060.4007568359375
Area/31 Carbon/259.43096923828125
Area/24 Carbon/252.25631713867188
Area/4430 Carbon/0.0
Area/1212 Carbon/1177.778564453125
Area/2549 Carbon/2254.07666015625
Area/4586 Carbon/0.0
Area/2794 Carbon/880.9393310546875
Area/1949 Carbon/751.3795166015625
Area/2495 Carbon/1399.921630859375
Area/3843 Carbon/0.0
Area/3328 Carbon/1565.9354248046875
Area/3313 Carbon/1595.6888427734375
Area/2279 Carbon/419.55169677734375
Area/4107 Carbon/566.1749877929688
Area/937 Carbon/793.0682373046875
Area/173 Carbon/367.5372314453125
Area/3747 Carbon/1152.4320068359375
Area/4578 Carbon/0.0
Area/4487 Carbon/602.5065307617188
Area/196 Carbon/488.8880310058594
Area/3897 Carbon/672.2620849609375
Area/124 Carbon/454.7979736328125
Area/4832 Carbon/0.0
Area/12 Carbon/278.384521484375
Area/1965 Carbon/2241.8310546875
Area/2751 Carbon/960.2537231445312
Area/3815 Carbon/810.0960083007812
Area/1558 Carbon/1177.0068359375
Area/3660 Carbon/1383.6744384765625
Area/1527 Carbon/693.326171875
Area/4286 Carbon/319.7467346191406
Area/5187 Carbon/0.0
Area/4641 Carbon/303.8424987792969
Area/3980 Carbon/558.8773803710938
Area/1332 Carbon/226.52883911132812
Area/1272 Carbon/644.1732177734375
Area/383 Carbon/0.0
Area/4950 Carbon/0.0
Area/3435 Carbon/0.0
Area/1237 Carbon/345.52142333984375
Area/677 Carbon/678.4371337890625
Area/4698 Carbon/0.0
Area/1294 Carbon/1267.6038818359375
Area/3141 Carbon/1551.2369384765625
Area/4913 Carbon/0.0
Area/3089 Carbon/941.2491455078125
Area/5224 Carbon/249.11692810058594
Area/1992 Carbon/801.1859130859375
Area/5168 Carbon/0.0
Area/2700 Carbon/497.3575439453125
Area/3594 Carbon/1283.51318359375
Area/729 Carbon/413.07879638671875
Area/927 Carbon/293.3624572753906
Area/2639 Carbon/4262.84326171875
Area/4356 Carbon/276.6864929199219
Area/4937 Carbon/0.0
Area/3376 Carbon/576.0741577148438
Area/4813 Carbon/348.2072448730469
Area/3246 Carbon/1401.9874267578125
Area/3736 Carbon/974.797607421875
Area/206 Carbon/486.1226806640625
Area/2674 Carbon/725.8141479492188
Area/1452 Carbon/903.9122314453125
Area/4787 Carbon/0.0
Area/3030 Carbon/842.0404052734375
Area/4751 Carbon/0.0
Area/1001 Carbon/480.0890197753906
