Area/3147 Light/12.6225004196167
Area/1636 Light/14.263750076293945
Area/1551 Light/12.071250915527344
Area/6754 Light/20.793750762939453
Area/3253 Light/18.611251831054688
Area/4787 Light/31.200000762939453
Area/4987 Light/14.852499008178711
Area/3066 Light/11.818750381469727
Area/1416 Light/19.15250015258789
Area/5645 Light/12.09375
Area/1548 Light/12.53499984741211
Area/7724 Light/9.09000015258789
Area/5846 Light/20.946250915527344
Area/20 Light/2.567500114440918
Area/6213 Light/26.294998168945312
Area/7458 Light/2.4187498092651367
Area/3459 Light/15.559999465942383
Area/629 Light/0
Area/4991 Light/46.17250061035156
Area/6755 Light/19.052499771118164
Area/4912 Light/10.323749542236328
Area/2254 Light/17.325000762939453
Area/6988 Light/7.595000267028809
Area/5073 Light/18.05249786376953
Area/8305 Light/10.809999465942383
Area/876 Light/27.94875144958496
Area/3576 Light/4.889999866485596
Area/516 Light/6.576249599456787
Area/5229 Light/14.368749618530273
Area/2530 Light/6.498749732971191
Area/1125 Light/4.548749923706055
Area/2610 Light/11.928750038146973
Area/4858 Light/36.751251220703125
Area/6544 Light/9.767499923706055
Area/8385 Light/4.4375
Area/647 Light/3.6449999809265137
Area/6926 Light/8.1875
Area/6396 Light/36.147499084472656
Area/6866 Light/10.662500381469727
Area/2033 Light/6.923749923706055
Area/5700 Light/22.66874885559082
Area/7628 Light/1.9850000143051147
Area/6154 Light/27.252500534057617
Area/5706 Light/17.209999084472656
Area/3317 Light/12.798749923706055
Area/7182 Light/4.952500343322754
Area/7080 Light/7.228750228881836
Area/1717 Light/7.662499904632568
Area/5797 Light/10.923749923706055
Area/6249 Light/35.73999786376953
Area/8439 Light/3.942500114440918
Area/391 Light/1.4137499332427979
Area/7034 Light/3.377500057220459
Area/1754 Light/10.15625
Area/5198 Light/14.21875
Area/1719 Light/5.227499961853027
Area/4438 Light/18.270000457763672
Area/6752 Light/23.65625
Area/240 Light/2.1050000190734863
Area/5853 Light/45.1925048828125
Area/7590 Light/17.321250915527344
Area/2251 Light/11.764999389648438
Area/6271 Light/21.673751831054688
Area/3490 Light/4.597499847412109
Area/8526 Light/2.5824999809265137
Area/7819 Light/3.987499952316284
Area/7305 Light/17.383750915527344
Area/4707 Light/23.0
Area/6052 Light/40.32749938964844
Area/6497 Light/11.162500381469727
Area/4754 Light/12.353750228881836
Area/5346 Light/39.58625030517578
Area/1892 Light/10.77750015258789
Area/58 Light/0
Area/2080 Light/4.227499961853027
Area/7159 Light/24.658748626708984
Area/1867 Light/8.136249542236328
Area/6733 Light/30.7450008392334
Area/8471 Light/2.5399999618530273
Area/5544 Light/44.928749084472656
Area/285 Light/2.788749933242798
Area/5668 Light/14.029999732971191
Area/4684 Light/10.97249984741211
Area/5931 Light/17.71125030517578
Area/1976 Light/15.315000534057617
Area/2837 Light/4.447499752044678
Area/1768 Light/16.221248626708984
Area/2197 Light/4.949999809265137
Area/6888 Light/12.196249008178711
Area/4273 Light/6.371249675750732
Area/7420 Light/4.316249847412109
Area/5515 Light/20.395000457763672
Area/5086 Light/10.107500076293945
Area/7382 Light/7.957499980926514
Area/514 Light/5.987500190734863
Area/2345 Light/9.430000305175781
Area/3130 Light/21.99125099182129
Area/5765 Light/42.095001220703125
Area/582 Light/22.436248779296875
Area/2467 Light/21.571250915527344
Area/6049 Light/38.87250518798828
Area/3518 Light/28.057498931884766
Area/6563 Light/7.128749847412109
Area/6753 Light/17.863750457763672
Area/8328 Light/1.0049999952316284
Area/2723 Light/3.8400001525878906
Area/4130 Light/8.97874927520752
Area/8489 Light/16.58625030517578
Area/1804 Light/2.8350000381469727
Area/7255 Light/11.899999618530273
Area/3353 Light/7.326250076293945
Area/6182 Light/46.77750015258789
Area/6786 Light/12.314998626708984
Area/2953 Light/15.25624942779541
Area/3806 Light/7.367500305175781
Area/3928 Light/11.698749542236328
Area/3860 Light/12.728750228881836
Area/2218 Light/5.25
Area/4004 Light/30.862499237060547
Area/2073 Light/4.601250171661377
Area/109 Light/2.1737499237060547
Area/4005 Light/29.9637508392334
Area/7822 Light/32.03125
Area/8061 Light/13.364999771118164
Area/7088 Light/29.506250381469727
Area/7874 Light/7.78000020980835
Area/5842 Light/30.31624984741211
Area/3259 Light/5.081250190734863
Area/1510 Light/16.721248626708984
Area/5694 Light/28.44124984741211
Area/5166 Light/14.782500267028809
Area/3042 Light/8.380000114440918
Area/3437 Light/4.832500457763672
Area/1982 Light/20.0887508392334
Area/3794 Light/9.344999313354492
Area/7368 Light/12.667499542236328
Area/261 Light/12.15250015258789
Area/8348 Light/16.399999618530273
Area/1706 Light/8.978750228881836
Area/2581 Light/5.154999732971191
Area/1420 Light/5.849999904632568
Area/212 Light/5.787499904632568
Area/3081 Light/8.932499885559082
Area/4980 Light/10.58750057220459
Area/2816 Light/6.799999713897705
Area/6106 Light/30.893749237060547
Area/5224 Light/12.30875015258789
Area/3475 Light/10.038749694824219
Area/6199 Light/27.417499542236328
Area/75 Light/2.7300000190734863
Area/2545 Light/16.782501220703125
Area/7812 Light/3.8762500286102295
Area/3452 Light/21.36750030517578
Area/1244 Light/8.727499961853027
Area/346 Light/0
Area/2307 Light/13.439998626708984
Area/4819 Light/16.421249389648438
Area/3533 Light/14.556249618530273
Area/161 Light/3.603749990463257
Area/2823 Light/19.922500610351562
Area/7696 Light/2.4149999618530273
Area/7914 Light/5.889999866485596
Area/4442 Light/51.025001525878906
Area/5753 Light/22.725000381469727
Area/7773 Light/4.167500019073486
Area/3241 Light/20.107500076293945
Area/8168 Light/7.490000247955322
Area/7775 Light/6.917500019073486
Area/5671 Light/24.127498626708984
Area/4163 Light/6.482500076293945
Area/2592 Light/8.427499771118164
Area/6448 Light/12.861249923706055
Area/476 Light/1.6962499618530273
Area/7376 Light/19.767499923706055
Area/7754 Light/23.762500762939453
Area/3167 Light/12.885000228881836
Area/3047 Light/5.331250190734863
Area/1338 Light/19.306249618530273
Area/2633 Light/11.407500267028809
Area/8026 Light/2.3000001907348633
Area/8432 Light/5.576250076293945
Area/402 Light/9.203749656677246
Area/890 Light/18.407501220703125
Area/7746 Light/2.2775001525878906
Area/4066 Light/12.23375129699707
Area/5955 Light/29.36750030517578
Area/1808 Light/2.706249952316284
Area/2111 Light/14.40000057220459
Area/4937 Light/15.18125057220459
Area/5718 Light/26.65250015258789
Area/3961 Light/8.505000114440918
Area/7533 Light/1.7774999141693115
Area/6851 Light/5.926250457763672
Area/2126 Light/5.58875036239624
Area/5624 Light/41.57624816894531
Area/2318 Light/10.491250038146973
Area/4956 Light/21.052499771118164
Area/7058 Light/3.7850000858306885
Area/4216 Light/11.324999809265137
Area/3150 Light/9.911250114440918
Area/2721 Light/0
Area/2155 Light/7.556250095367432
Area/868 Light/16.559999465942383
Area/5292 Light/19.505001068115234
Area/1785 Light/7.394999980926514
Area/8131 Light/16.332500457763672
Area/6900 Light/3.5737500190734863
Area/621 Light/0
Area/7705 Light/4.03125
Area/1107 Light/0
Area/4418 Light/10.545000076293945
Area/760 Light/0
Area/3028 Light/21.020000457763672
Area/1649 Light/5.168749809265137
Area/3111 Light/7.399999618530273
Area/1079 Light/35.54624938964844
Area/1743 Light/2.2249999046325684
Area/7610 Light/2.223750114440918
Area/3089 Light/5.752500057220459
Area/8452 Light/7.0
Area/2289 Light/5.177500247955322
Area/3134 Light/21.533750534057617
Area/1962 Light/10.234999656677246
Area/2698 Light/4.228750228881836
Area/6702 Light/8.55875015258789
Area/3213 Light/3.744999885559082
Area/2138 Light/9.21875
Area/2465 Light/18.735000610351562
Area/1935 Light/18.619998931884766
Area/7156 Light/15.27500057220459
Area/1226 Light/38.51750183105469
Area/1685 Light/12.398750305175781
Area/2002 Light/9.813750267028809
Area/96 Light/8.085000038146973
Area/6601 Light/19.25
Area/2918 Light/23.97875213623047
Area/2843 Light/3.50249981880188
Area/1972 Light/20.577499389648438
Area/2514 Light/9.078749656677246
Area/4699 Light/17.707500457763672
Area/4228 Light/21.95625114440918
Area/7402 Light/4.798749923706055
Area/7679 Light/2.1162500381469727
Area/661 Light/10.90625
Area/1838 Light/19.762500762939453
Area/2250 Light/14.970001220703125
Area/2175 Light/6.1875
Area/7629 Light/1.9549999237060547
Area/3909 Light/25.306249618530273
Area/5652 Light/30.200000762939453
Area/5561 Light/19.099998474121094
Area/5661 Light/11.344999313354492
Area/2285 Light/4.105000019073486
Area/2651 Light/4.90749979019165
Area/1080 Light/40.0
Area/8217 Light/17.24250030517578
Area/7848 Light/8.721250534057617
Area/1069 Light/11.507499694824219
Area/1275 Light/7.814999580383301
Area/5040 Light/24.55375099182129
Area/6481 Light/45.87874984741211
Area/6814 Light/9.592499732971191
Area/5469 Light/24.311250686645508
Area/89 Light/2.009999990463257
Area/1466 Light/0
Area/645 Light/3.4250001907348633
Area/6726 Light/30.864999771118164
Area/2732 Light/7.292500019073486
Area/227 Light/2.0487499237060547
Area/1979 Light/17.1875
Area/4218 Light/7.211250305175781
Area/4826 Light/13.65625
Area/3649 Light/7.443749904632568
Area/8100 Light/9.920000076293945
Area/2966 Light/18.392499923706055
Area/3470 Light/6.037500381469727
Area/7267 Light/7.798749923706055
Area/4346 Light/13.432498931884766
Area/4423 Light/28.084999084472656
Area/3725 Light/19.23124885559082
Area/7281 Light/6.760000228881836
Area/2297 Light/5.701250076293945
Area/6562 Light/16.375
Area/499 Light/6.107500076293945
Area/8357 Light/18.821250915527344
Area/4250 Light/6.796250343322754
Area/199 Light/0
Area/3296 Light/9.842500686645508
Area/5339 Light/17.571250915527344
Area/1612 Light/8.583749771118164
Area/6335 Light/21.71500015258789
Area/4114 Light/18.012500762939453
Area/3315 Light/11.399999618530273
Area/4459 Light/6.15500020980835
Area/1569 Light/15.283750534057617
Area/2296 Light/5.84250020980835
Area/1113 Light/0
Area/926 Light/4.545000076293945
Area/5643 Light/11.493749618530273
Area/7683 Light/9.686249732971191
Area/5705 Light/15.898749351501465
Area/6457 Light/38.258750915527344
Area/3212 Light/4.733750343322754
Area/5001 Light/25.204998016357422
Area/7337 Light/8.147500038146973
Area/905 Light/0
Area/7880 Light/3.0874998569488525
Area/7891 Light/18.322500228881836
Area/159 Light/2.3474998474121094
Area/7299 Light/11.070000648498535
Area/4810 Light/7.052500247955322
Area/5227 Light/31.645000457763672
Area/1674 Light/2.2875001430511475
Area/506 Light/2.4175000190734863
Area/2288 Light/5.316250324249268
Area/2848 Light/20.27750015258789
Area/3699 Light/9.22249984741211
Area/279 Light/0
Area/1773 Light/24.573749542236328
Area/5123 Light/22.872499465942383
Area/1645 Light/13.101250648498535
Area/4304 Light/15.813749313354492
Area/6701 Light/6.425000190734863
Area/6600 Light/30.924999237060547
Area/6925 Light/3.5225000381469727
Area/3405 Light/13.217500686645508
Area/3388 Light/11.113750457763672
Area/3895 Light/10.50999927520752
Area/7290 Light/4.352499961853027
Area/7727 Light/9.114999771118164
Area/4299 Light/34.650001525878906
Area/6368 Light/10.03125
Area/7821 Light/19.389999389648438
Area/3907 Light/67.11250305175781
Area/3737 Light/11.172500610351562
Area/3654 Light/14.6850004196167
Area/3804 Light/6.53125
Area/4503 Light/18.108749389648438
Area/5683 Light/27.309999465942383
Area/5319 Light/12.327499389648438
Area/3341 Light/23.747501373291016
Area/4379 Light/12.708749771118164
Area/3098 Light/19.25
Area/3606 Light/12.020000457763672
Area/8538 Light/0.8637500405311584
Area/2805 Light/2.997499942779541
Area/3780 Light/9.4375
Area/1865 Light/25.84749984741211
Area/1734 Light/3.3000001907348633
Area/3526 Light/13.450000762939453
Area/8298 Light/9.65625
Area/720 Light/5.876250267028809
Area/2534 Light/14.232500076293945
Area/4870 Light/8.006250381469727
Area/3609 Light/7.801250457763672
Area/2913 Light/4.568749904632568
Area/3501 Light/5.465000152587891
Area/5371 Light/37.39125061035156
Area/6456 Light/40.32500076293945
Area/7790 Light/9.91249942779541
Area/7609 Light/2.427500009536743
Area/4747 Light/16.688749313354492
Area/5199 Light/19.655000686645508
Area/4288 Light/11.577499389648438
Area/5038 Light/14.296249389648438
Area/765 Light/0
Area/7620 Light/4.916250228881836
Area/6768 Light/8.381250381469727
Area/2649 Light/6.944999694824219
Area/1116 Light/0
Area/1751 Light/11.757499694824219
Area/8048 Light/1.6687500476837158
Area/1537 Light/0
Area/4689 Light/28.427499771118164
Area/833 Light/0
Area/2950 Light/5.304999828338623
Area/3903 Light/33.412498474121094
Area/3775 Light/14.9399995803833
Area/6593 Light/17.40625
Area/1337 Light/23.798749923706055
Area/4792 Light/47.96500015258789
Area/8140 Light/22.290000915527344
Area/7428 Light/3.937499761581421
Area/6696 Light/37.83000183105469
Area/6149 Light/27.346250534057617
Area/3371 Light/10.619999885559082
Area/4527 Light/7.981249809265137
Area/393 Light/1.2675000429153442
Area/5396 Light/37.73500061035156
Area/1756 Light/6.582499980926514
Area/3229 Light/11.524999618530273
Area/7591 Light/14.480000495910645
Area/4835 Light/19.12874984741211
Area/5892 Light/29.431249618530273
Area/7244 Light/3.3324999809265137
Area/7378 Light/10.536250114440918
Area/1367 Light/16.81999969482422
Area/6067 Light/24.48499870300293
Area/6043 Light/28.3125
Area/5400 Light/29.599998474121094
Area/2616 Light/18.829999923706055
Area/2587 Light/0
Area/3997 Light/9.27500057220459
Area/672 Light/2.151250123977661
Area/2050 Light/20.809999465942383
Area/2408 Light/6.855000019073486
Area/3496 Light/12.335000038146973
Area/63 Light/3.458750009536743
Area/3275 Light/5.962500095367432
Area/2149 Light/3.617499828338623
Area/2108 Light/8.293749809265137
Area/189 Light/2.2987499237060547
Area/6380 Light/18.68000030517578
Area/5566 Light/28.552501678466797
Area/6757 Light/8.260000228881836
Area/3765 Light/9.170000076293945
Area/5316 Light/10.710000991821289
Area/21 Light/2.7699999809265137
Area/4416 Light/12.698749542236328
Area/1412 Light/7.882500171661377
Area/1370 Light/14.626249313354492
Area/2710 Light/11.256250381469727
Area/8365 Light/7.412500381469727
Area/4631 Light/19.227500915527344
Area/2056 Light/6.432499885559082
Area/1423 Light/5.859999656677246
Area/999 Light/5.973750114440918
Area/6765 Light/20.192501068115234
Area/5379 Light/18.274999618530273
Area/2210 Light/4.860000133514404
Area/3149 Light/26.866249084472656
Area/766 Light/0
Area/7815 Light/2.445000171661377
Area/3257 Light/4.929999828338623
Area/1205 Light/6.433750152587891
Area/5302 Light/40.06624984741211
Area/1094 Light/20.082500457763672
Area/7430 Light/5.826250076293945
Area/5178 Light/27.80500030517578
Area/7227 Light/19.416250228881836
Area/267 Light/0
Area/3964 Light/8.641249656677246
Area/968 Light/0
Area/618 Light/0
Area/3730 Light/18.450000762939453
Area/4894 Light/13.40250015258789
Area/3599 Light/11.84375
Area/3878 Light/8.924999237060547
Area/3427 Light/12.985000610351562
Area/981 Light/4.30750036239624
Area/3267 Light/9.18375015258789
Area/289 Light/2.5162501335144043
Area/7678 Light/2.083749771118164
Area/2919 Light/21.43375015258789
Area/1235 Light/21.067501068115234
Area/3030 Light/27.9375
Area/1696 Light/14.085000038146973
Area/5698 Light/24.456249237060547
Area/4619 Light/29.127498626708984
Area/3632 Light/12.088749885559082
Area/599 Light/2.101249933242798
Area/6971 Light/3.0687499046325684
Area/139 Light/0
Area/78 Light/3.0325000286102295
Area/3742 Light/7.911250114440918
Area/5065 Light/14.157500267028809
Area/8056 Light/8.674999237060547
Area/2475 Light/12.90625
Area/5813 Light/21.543750762939453
Area/4697 Light/20.755001068115234
Area/8103 Light/3.7150001525878906
Area/5708 Light/16.41499900817871
Area/2383 Light/5.513750076293945
Area/5114 Light/25.35875129699707
Area/4520 Light/16.573749542236328
Area/6621 Light/25.96624755859375
Area/5173 Light/13.336250305175781
Area/7843 Light/5.619999885559082
Area/1255 Light/0
Area/3849 Light/22.591251373291016
Area/4329 Light/26.056249618530273
Area/6717 Light/18.21500015258789
Area/3022 Light/12.90250015258789
Area/8152 Light/9.098750114440918
Area/1864 Light/18.313749313354492
Area/8126 Light/16.313751220703125
Area/7916 Light/7.303750038146973
Area/2004 Light/7.274999618530273
Area/2591 Light/7.597499847412109
Area/8525 Light/1.649999976158142
Area/2277 Light/12.02750015258789
Area/1251 Light/8.872499465942383
Area/2456 Light/18.4325008392334
Area/7419 Light/13.362500190734863
Area/7301 Light/15.227499961853027
Area/2580 Light/6.991250038146973
Area/7963 Light/15.3125
Area/2492 Light/7.271250247955322
Area/8078 Light/8.007499694824219
Area/8204 Light/16.717500686645508
Area/7795 Light/8.051250457763672
Area/5094 Light/15.321249961853027
Area/852 Light/3.177499771118164
Area/5764 Light/28.672500610351562
Area/6119 Light/41.27499771118164
Area/266 Light/3.2200000286102295
Area/7429 Light/4.262499809265137
Area/4310 Light/6.72499942779541
Area/6123 Light/35.64500045776367
Area/973 Light/0
Area/2540 Light/13.201250076293945
Area/8424 Light/206.5500030517578
Area/2788 Light/0
Area/1949 Light/3.9149999618530273
Area/6040 Light/39.1875
Area/8422 Light/27.07499885559082
Area/4732 Light/25.416248321533203
Area/749 Light/6.204999923706055
Area/6890 Light/12.912500381469727
Area/5151 Light/11.255000114440918
Area/2109 Light/10.242500305175781
Area/6692 Light/12.7524995803833
Area/712 Light/13.737499237060547
Area/4020 Light/5.920000076293945
Area/284 Light/3.8137502670288086
Area/8463 Light/1.3850001096725464
Area/3365 Light/5.067500114440918
Area/3658 Light/23.638748168945312
Area/4961 Light/24.64124870300293
Area/1269 Light/9.65999984741211
Area/6546 Light/22.026248931884766
Area/2623 Light/10.4399995803833
Area/5727 Light/20.8700008392334
Area/7303 Light/23.77375030517578
Area/6821 Light/21.38749885559082
Area/2726 Light/0
Area/7392 Light/2.2037501335144043
Area/4860 Light/29.082500457763672
Area/7697 Light/2.101249933242798
Area/4043 Light/12.217500686645508
Area/1905 Light/19.72249984741211
Area/4177 Light/5.556250095367432
Area/2650 Light/6.652499675750732
Area/3492 Light/6.417499542236328
Area/4873 Light/8.167500495910645
Area/5835 Light/33.001251220703125
Area/4290 Light/9.354999542236328
Area/8014 Light/8.023750305175781
Area/269 Light/0
Area/4780 Light/14.733750343322754
Area/388 Light/1.7024999856948853
Area/2377 Light/60.650001525878906
Area/8051 Light/7.999999523162842
Area/5128 Light/19.143749237060547
Area/961 Light/23.528751373291016
Area/5359 Light/22.97249984741211
Area/4893 Light/10.942500114440918
Area/5272 Light/23.53999900817871
Area/8425 Light/115.22750091552734
Area/7734 Light/4.154999732971191
Area/3144 Light/3.9312498569488525
Area/8473 Light/2.333749771118164
Area/2348 Light/14.114999771118164
Area/5728 Light/20.432498931884766
Area/4578 Light/20.71249771118164
Area/3456 Light/13.486249923706055
Area/1686 Light/11.90625
Area/7885 Light/2.4512500762939453
Area/430 Light/3.992500066757202
Area/1582 Light/6.733750343322754
Area/1438 Light/11.112499237060547
Area/5291 Light/10.736249923706055
Area/4314 Light/8.786250114440918
Area/375 Light/6.028749942779541
Area/6537 Light/32.76374816894531
Area/8515 Light/12.0
Area/1659 Light/5.952499866485596
Area/1861 Light/5.397500038146973
Area/7278 Light/3.21875
Area/8443 Light/6.474999904632568
Area/5900 Light/32.224998474121094
Area/7690 Light/6.138750076293945
Area/1932 Light/12.934999465942383
Area/1763 Light/21.51249885559082
Area/8440 Light/3.7024998664855957
Area/1056 Light/4.53249979019165
Area/1501 Light/8.452500343322754
Area/4455 Light/7.228749752044678
Area/8251 Light/5.690000057220459
Area/3705 Light/12.133749961853027
Area/3169 Light/18.075000762939453
Area/3113 Light/4.808750152587891
Area/3004 Light/0
Area/7394 Light/3.3374998569488525
Area/3396 Light/24.832500457763672
Area/1776 Light/10.55875015258789
Area/6630 Light/16.505001068115234
Area/2500 Light/9.422500610351562
Area/1590 Light/11.21500015258789
Area/919 Light/3.515000104904175
Area/2154 Light/4.826250076293945
Area/1434 Light/17.954999923706055
Area/7559 Light/2.1787497997283936
Area/4885 Light/27.563749313354492
Area/5898 Light/35.71875
Area/1118 Light/0
Area/5176 Light/21.956249237060547
Area/7924 Light/16.178749084472656
Area/5461 Light/25.40625
Area/3962 Light/9.613750457763672
Area/1695 Light/16.84375
Area/3551 Light/14.006250381469727
Area/856 Light/4.232500076293945
Area/4763 Light/20.643749237060547
Area/5404 Light/18.927499771118164
Area/4828 Light/18.435001373291016
Area/6171 Light/26.078750610351562
Area/2046 Light/13.751251220703125
Area/6370 Light/12.429999351501465
Area/759 Light/0
Area/3303 Light/5.753749847412109
Area/7999 Light/20.608749389648438
Area/4165 Light/20.041250228881836
Area/6645 Light/37.42124938964844
Area/5015 Light/11.442499160766602
Area/7166 Light/13.603750228881836
Area/3845 Light/12.789999961853027
Area/5529 Light/12.755000114440918
Area/6454 Light/38.48624801635742
Area/2539 Light/16.866249084472656
Area/3215 Light/3.6050000190734863
Area/5072 Light/16.911251068115234
Area/5028 Light/8.190000534057617
Area/6619 Light/22.591249465942383
Area/3309 Light/12.674999237060547
Area/4865 Light/19.50749969482422
Area/2276 Light/8.510000228881836
Area/7190 Light/9.819999694824219
Area/4558 Light/12.038749694824219
Area/198 Light/0
Area/1193 Light/7.742499828338623
Area/2359 Light/6.277500152587891
Area/7558 Light/3.268749952316284
Area/6634 Light/13.949999809265137
Area/8008 Light/11.045000076293945
Area/795 Light/9.265000343322754
Area/817 Light/4.696249961853027
Area/1196 Light/5.590000152587891
Area/5376 Light/25.30500030517578
Area/4118 Light/30.739999771118164
Area/6783 Light/5.402500152587891
Area/7209 Light/3.776250123977661
Area/8039 Light/2.012500047683716
Area/6035 Light/35.85749816894531
Area/2972 Light/9.577500343322754
Area/6623 Light/12.532499313354492
Area/4058 Light/34.34625244140625
Area/2560 Light/4.737500190734863
Area/8065 Light/11.385000228881836
Area/6939 Light/8.985000610351562
Area/4976 Light/27.4012508392334
Area/3844 Light/18.84375
Area/6927 Light/12.15250015258789
Area/2866 Light/0
Area/4577 Light/20.952499389648438
Area/3362 Light/4.292500019073486
Area/834 Light/0
Area/1985 Light/6.9175004959106445
Area/8342 Light/21.298749923706055
Area/2012 Light/3.4862499237060547
Area/8198 Light/22.126251220703125
Area/2007 Light/5.8287506103515625
Area/3285 Light/3.7300000190734863
Area/5111 Light/23.78499984741211
Area/1032 Light/12.28499984741211
Area/6807 Light/30.042499542236328
Area/962 Light/8.199999809265137
Area/3823 Light/10.086249351501465
Area/1828 Light/13.69374942779541
Area/2100 Light/3.9650001525878906
Area/675 Light/1.8824999332427979
Area/2153 Light/4.101249694824219
Area/3300 Light/8.864999771118164
Area/6506 Light/37.1662483215332
Area/5338 Light/13.705000877380371
Area/5699 Light/27.34749984741211
Area/3966 Light/15.774999618530273
Area/4251 Light/5.330000400543213
Area/6148 Light/26.594999313354492
Area/803 Light/13.337499618530273
Area/1898 Light/13.717499732971191
Area/6192 Light/37.80249786376953
Area/6463 Light/13.617500305175781
Area/3811 Light/6.295000076293945
Area/8493 Light/90.59625244140625
Area/4615 Light/19.967500686645508
Area/773 Light/3.0
Area/5433 Light/15.881250381469727
Area/2873 Light/4.650000095367432
Area/8490 Light/14.795000076293945
Area/4469 Light/11.703750610351562
Area/213 Light/3.6050000190734863
Area/4628 Light/25.408750534057617
Area/175 Light/2.3562498092651367
Area/5572 Light/10.995000839233398
Area/2242 Light/7.021249771118164
Area/6466 Light/31.283748626708984
Area/6415 Light/45.70500183105469
Area/1211 Light/9.127500534057617
Area/5752 Light/24.418750762939453
Area/28 Light/5.553750038146973
Area/3610 Light/6.482500076293945
Area/1389 Light/23.627498626708984
Area/2563 Light/13.234999656677246
Area/4702 Light/25.827499389648438
Area/5234 Light/29.70250129699707
Area/3858 Light/12.640000343322754
Area/1229 Light/14.635000228881836
Area/3225 Light/11.623750686645508
Area/5243 Light/16.951250076293945
Area/1539 Light/0
Area/763 Light/0
Area/825 Light/4.154999732971191
Area/3913 Light/13.59749984741211
Area/7360 Light/3.990000009536743
Area/6802 Light/16.552499771118164
Area/2186 Light/20.166250228881836
Area/191 Light/16.456249237060547
Area/8280 Light/17.702499389648438
Area/7081 Light/14.010000228881836
Area/4277 Light/16.478750228881836
Area/3586 Light/15.0
Area/6209 Light/28.016250610351562
Area/5355 Light/19.047500610351562
Area/779 Light/4.317500114440918
Area/878 Light/20.327499389648438
Area/6273 Light/32.44124984741211
Area/6947 Light/17.12125015258789
Area/2970 Light/21.263750076293945
Area/2290 Light/6.597499847412109
Area/6529 Light/32.869998931884766
Area/1369 Light/13.287500381469727
Area/1523 Light/7.961250305175781
Area/4576 Light/25.33374786376953
Area/6859 Light/7.757500648498535
Area/6959 Light/8.9662504196167
Area/2270 Light/14.776249885559082
Area/8450 Light/8.36875057220459
Area/133 Light/1.597499966621399
Area/1249 Light/18.579999923706055
Area/3770 Light/10.49625015258789
Area/8069 Light/17.082500457763672
Area/1618 Light/9.917499542236328
Area/3647 Light/7.607500076293945
Area/5308 Light/25.43124771118164
Area/7407 Light/22.702499389648438
Area/7037 Light/4.981249809265137
Area/1701 Light/14.005000114440918
Area/5467 Light/31.772499084472656
Area/2232 Light/6.345000267028809
Area/653 Light/17.24625015258789
Area/2185 Light/21.681251525878906
Area/561 Light/2.6875
Area/2991 Light/6.043749809265137
Area/4088 Light/6.697499752044678
Area/8352 Light/45.596248626708984
Area/974 Light/0
Area/7532 Light/1.784999966621399
Area/1883 Light/3.254999876022339
Area/6065 Light/50.38500213623047
Area/4246 Light/5.603749752044678
Area/5310 Light/16.09749984741211
Area/1745 Light/2.5875000953674316
Area/5969 Light/34.95124816894531
Area/1233 Light/37.09000015258789
Area/1920 Light/6.104999542236328
Area/3248 Light/19.22749900817871
Area/5826 Light/33.78750228881836
Area/6664 Light/40.36874771118164
Area/1432 Light/15.916250228881836
Area/7344 Light/3.471250057220459
Area/8459 Light/2.4987499713897705
Area/3289 Light/22.388750076293945
Area/4151 Light/9.648749351501465
Area/1593 Light/3.5425000190734863
Area/6639 Light/17.918750762939453
Area/1819 Light/36.34874725341797
Area/7210 Light/10.552499771118164
Area/5794 Light/13.301250457763672
Area/7502 Light/14.657499313354492
Area/704 Light/3.2174997329711914
Area/4760 Light/20.386249542236328
Area/2385 Light/8.505000114440918
Area/302 Light/2.572499990463257
Area/4470 Light/11.414999961853027
Area/3884 Light/8.688750267028809
Area/8368 Light/5.638750076293945
Area/459 Light/1.7962498664855957
Area/1989 Light/6.242500305175781
Area/8070 Light/19.857498168945312
Area/8151 Light/10.014999389648438
Area/271 Light/0
Area/7093 Light/20.213748931884766
Area/636 Light/5.067500114440918
Area/2901 Light/9.772500038146973
Area/5871 Light/25.6924991607666
Area/6480 Light/41.16874694824219
Area/964 Light/5.382499694824219
Area/7219 Light/4.340000152587891
Area/6334 Light/13.962499618530273
Area/8209 Light/25.329998016357422
Area/730 Light/22.93375015258789
Area/1472 Light/19.946250915527344
Area/1646 Light/12.612499237060547
Area/4247 Light/5.733749866485596
Area/1042 Light/6.353750228881836
Area/7369 Light/9.278749465942383
Area/3684 Light/8.071250915527344
Area/2921 Light/9.199999809265137
Area/3065 Light/17.325000762939453
Area/2566 Light/5.121250152587891
Area/4382 Light/10.357500076293945
Area/8020 Light/3.495000123977661
Area/1000 Light/5.904999732971191
Area/7350 Light/6.53000020980835
Area/6220 Light/37.90250015258789
Area/3932 Light/19.07750129699707
Area/7756 Light/6.091249465942383
Area/2685 Light/26.296249389648438
Area/5336 Light/20.5
Area/2622 Light/18.727500915527344
Area/2767 Light/5.227499961853027
Area/3474 Light/17.213748931884766
Area/5600 Light/34.727500915527344
Area/2577 Light/16.112499237060547
Area/5733 Light/16.130001068115234
Area/4386 Light/6.146250247955322
Area/7890 Light/11.857500076293945
Area/8458 Light/4.113749980926514
Area/1937 Light/13.649999618530273
Area/6472 Light/14.51875114440918
Area/2964 Light/18.240001678466797
Area/5249 Light/26.177501678466797
Area/7797 Light/11.017499923706055
Area/2405 Light/8.088749885559082
Area/2458 Light/11.252500534057617
