Area/1109 Carbon/470.50762939453125
Area/1325 Carbon/2012.87841796875
Area/3614 Carbon/2061.487548828125
Area/335 Carbon/729.4158935546875
Area/1034 Carbon/1796.725341796875
Area/3661 Carbon/630.54638671875
Area/3000 Carbon/197.94464111328125
Area/4100 Carbon/67.439697265625
Area/2445 Carbon/573.5510864257812
Area/1484 Carbon/2133.9365234375
Area/763 Carbon/1183.5404052734375
Area/3264 Carbon/204.02627563476562
Area/2004 Carbon/264.74517822265625
Area/2218 Carbon/2819.048828125
Area/3887 Carbon/2031.23193359375
Area/2360 Carbon/477.1350402832031
Area/2359 Carbon/453.1851806640625
Area/1742 Carbon/635.6329345703125
Area/1727 Carbon/121.33453369140625
Area/1295 Carbon/840.156982421875
Area/576 Carbon/983.5818481445312
Area/1065 Carbon/530.6603393554688
Area/412 Carbon/603.1267700195312
Area/3733 Carbon/30.899951934814453
Area/532 Carbon/148.7011260986328
Area/1262 Carbon/576.966064453125
Area/320 Carbon/555.4327392578125
Area/2093 Carbon/124.80156707763672
Area/588 Carbon/746.7597045898438
Area/1905 Carbon/377.81048583984375
Area/2964 Carbon/1555.54931640625
Area/2919 Carbon/109.8382797241211
Area/3786 Carbon/649.6510009765625
Area/1823 Carbon/332.78887939453125
Area/1375 Carbon/252.17877197265625
Area/828 Carbon/301.6512756347656
Area/2036 Carbon/3521.13818359375
Area/4092 Carbon/106.69387817382812
Area/1406 Carbon/2284.91796875
Area/4039 Carbon/567.8424682617188
Area/4270 Carbon/285.9445495605469
Area/543 Carbon/194.39573669433594
Area/1708 Carbon/1249.0596923828125
Area/388 Carbon/472.7457275390625
Area/3847 Carbon/680.6839599609375
Area/545 Carbon/195.68722534179688
Area/2731 Carbon/123.86009979248047
Area/4223 Carbon/338.8358459472656
Area/149 Carbon/758.8419189453125
Area/439 Carbon/155.57754516601562
Area/2656 Carbon/396.3782653808594
Area/2382 Carbon/616.4473876953125
Area/721 Carbon/126.06083679199219
Area/722 Carbon/139.6938934326172
Area/1899 Carbon/866.9904174804688
Area/3213 Carbon/1189.4718017578125
Area/205 Carbon/405.31231689453125
Area/2981 Carbon/540.964599609375
Area/3842 Carbon/295.4416198730469
Area/2390 Carbon/1294.61279296875
Area/626 Carbon/176.9743194580078
Area/1019 Carbon/569.5283813476562
Area/4167 Carbon/1365.600830078125
Area/3190 Carbon/81.6665267944336
Area/1369 Carbon/97.02154541015625
Area/693 Carbon/1174.43359375
Area/3677 Carbon/1017.6214599609375
Area/2674 Carbon/2981.740234375
Area/879 Carbon/788.9290161132812
Area/1695 Carbon/1516.7615966796875
Area/2326 Carbon/2899.154296875
Area/463 Carbon/292.101318359375
Area/1525 Carbon/796.8589477539062
Area/3448 Carbon/177.90943908691406
Area/4161 Carbon/1169.70947265625
Area/415 Carbon/719.2783203125
Area/1726 Carbon/146.092041015625
Area/44 Carbon/381.77728271484375
Area/1429 Carbon/690.88427734375
Area/2633 Carbon/259.5150451660156
Area/462 Carbon/254.35784912109375
Area/1884 Carbon/1100.1461181640625
Area/2355 Carbon/547.7467041015625
Area/4045 Carbon/598.7462158203125
Area/873 Carbon/1023.1309204101562
Area/1561 Carbon/507.51568603515625
Area/3212 Carbon/1036.638427734375
Area/3598 Carbon/710.7589111328125
Area/3530 Carbon/896.8526000976562
Area/4119 Carbon/369.9711608886719
Area/372 Carbon/253.515625
Area/2476 Carbon/667.9771118164062
Area/3463 Carbon/94.68470001220703
Area/4064 Carbon/986.74560546875
Area/3201 Carbon/270.25836181640625
Area/3773 Carbon/753.3792724609375
Area/152 Carbon/623.7457885742188
Area/1781 Carbon/3227.080322265625
Area/2062 Carbon/1487.80078125
Area/1809 Carbon/830.33251953125
Area/4007 Carbon/34.96477508544922
Area/1103 Carbon/249.043212890625
Area/3138 Carbon/1625.7330322265625
Area/4123 Carbon/561.6368408203125
Area/421 Carbon/1181.8314208984375
Area/765 Carbon/1150.98583984375
Area/826 Carbon/164.15599060058594
Area/1716 Carbon/1174.43359375
Area/162 Carbon/123.11662292480469
Area/84 Carbon/58.66945266723633
Area/1686 Carbon/4208.8662109375
Area/3525 Carbon/2060.562744140625
Area/291 Carbon/453.984130859375
Area/1274 Carbon/66.22566986083984
Area/3172 Carbon/251.9378662109375
Area/1217 Carbon/1826.7252197265625
Area/3688 Carbon/699.8660888671875
Area/1906 Carbon/332.6883850097656
Area/778 Carbon/1015.4893798828125
Area/2431 Carbon/712.09716796875
Area/1232 Carbon/1933.091796875
Area/207 Carbon/436.58367919921875
Area/1873 Carbon/3616.753173828125
Area/906 Carbon/200.3361053466797
Area/3409 Carbon/1062.503173828125
Area/2605 Carbon/1061.837158203125
Area/3398 Carbon/1214.4881591796875
Area/644 Carbon/216.1665802001953
Area/1495 Carbon/2540.313720703125
Area/4229 Carbon/515.4476318359375
Area/1179 Carbon/178.09735107421875
Area/2561 Carbon/187.6406707763672
Area/4179 Carbon/254.36550903320312
Area/1844 Carbon/2090.675048828125
Area/1433 Carbon/722.9157104492188
Area/238 Carbon/879.780517578125
Area/3857 Carbon/895.5614624023438
Area/860 Carbon/1090.354248046875
Area/2597 Carbon/2330.404052734375
Area/2205 Carbon/1140.3843994140625
Area/3405 Carbon/1009.6488037109375
Area/3490 Carbon/1201.3447265625
Area/1647 Carbon/438.7725830078125
Area/481 Carbon/745.9185791015625
Area/656 Carbon/542.5067138671875
Area/3942 Carbon/822.6959838867188
Area/3818 Carbon/137.67825317382812
Area/3843 Carbon/380.4413146972656
Area/3599 Carbon/684.1495361328125
Area/1627 Carbon/703.6121215820312
Area/2221 Carbon/2934.27197265625
Area/2847 Carbon/1163.4154052734375
Area/701 Carbon/557.2836303710938
Area/1680 Carbon/4260.28466796875
Area/3407 Carbon/1008.1281127929688
Area/960 Carbon/1150.416748046875
Area/880 Carbon/702.3130493164062
Area/1493 Carbon/2589.158935546875
Area/2976 Carbon/560.8336181640625
Area/3902 Carbon/495.2413635253906
Area/3558 Carbon/271.64166259765625
Area/708 Carbon/279.5580749511719
Area/1181 Carbon/137.16107177734375
Area/1246 Carbon/676.1483154296875
Area/4106 Carbon/272.646728515625
Area/3516 Carbon/809.66552734375
Area/751 Carbon/528.5712890625
Area/3187 Carbon/29.934673309326172
Area/2945 Carbon/1624.578125
Area/2978 Carbon/546.7049560546875
Area/2548 Carbon/94.91865539550781
Area/3561 Carbon/390.6994323730469
Area/1942 Carbon/3450.614501953125
Area/1338 Carbon/634.646728515625
Area/896 Carbon/222.77488708496094
Area/852 Carbon/1437.313232421875
Area/1380 Carbon/462.0849304199219
Area/1938 Carbon/2741.9833984375
Area/2250 Carbon/857.3165283203125
Area/377 Carbon/485.9121398925781
Area/1626 Carbon/880.8310546875
Area/3655 Carbon/427.0228576660156
Area/1751 Carbon/2093.53857421875
Area/3179 Carbon/113.91963195800781
Area/3864 Carbon/724.2542114257812
Area/1350 Carbon/837.1594848632812
Area/53 Carbon/411.0780334472656
Area/1788 Carbon/1306.527587890625
Area/3082 Carbon/184.51048278808594
Area/3191 Carbon/103.46349334716797
Area/1066 Carbon/510.09320068359375
Area/3397 Carbon/1089.17529296875
Area/3252 Carbon/1202.1279296875
Area/1231 Carbon/2008.7889404296875
Area/3288 Carbon/245.1580810546875
Area/1987 Carbon/1115.29736328125
Area/2920 Carbon/102.97183227539062
Area/2133 Carbon/3212.633056640625
Area/1909 Carbon/194.77682495117188
Area/4094 Carbon/80.29269409179688
Area/2603 Carbon/1531.984375
Area/3660 Carbon/515.2853393554688
Area/3875 Carbon/553.527099609375
Area/161 Carbon/120.12275695800781
Area/993 Carbon/215.15150451660156
Area/153 Carbon/521.7105712890625
Area/1148 Carbon/983.2244873046875
Area/1961 Carbon/4877.3115234375
Area/3300 Carbon/742.945556640625
Area/3728 Carbon/117.72062683105469
Area/2352 Carbon/568.2921142578125
Area/2109 Carbon/1155.4326171875
Area/4273 Carbon/150.9181671142578
Area/3203 Carbon/278.58001708984375
Area/1009 Carbon/174.60617065429688
Area/2446 Carbon/537.5578002929688
Area/426 Carbon/779.9124145507812
Area/4060 Carbon/618.3046264648438
Area/3977 Carbon/1417.9119873046875
Area/2836 Carbon/129.9088134765625
Area/2175 Carbon/578.6881103515625
Area/980 Carbon/356.18212890625
Area/2369 Carbon/238.44857788085938
Area/1343 Carbon/626.5742797851562
Area/3880 Carbon/854.8463134765625
Area/2230 Carbon/3540.420166015625
Area/4006 Carbon/29.615100860595703
Area/1805 Carbon/1250.0406494140625
Area/1532 Carbon/1132.377685546875
Area/2204 Carbon/1057.3231201171875
Area/63 Carbon/420.1494140625
Area/3449 Carbon/173.48338317871094
Area/2155 Carbon/1178.2330322265625
Area/3680 Carbon/822.6959838867188
Area/714 Carbon/187.36923217773438
Area/2912 Carbon/63.43531799316406
Area/1845 Carbon/2084.0771484375
Area/71 Carbon/107.2302017211914
Area/2864 Carbon/3209.852783203125
Area/965 Carbon/1038.3409423828125
Area/650 Carbon/639.55810546875
Area/955 Carbon/1169.2021484375
Area/4246 Carbon/728.0474853515625
Area/496 Carbon/710.11474609375
Area/3154 Carbon/878.9915771484375
Area/1377 Carbon/331.0858459472656
Area/2101 Carbon/893.3865966796875
Area/3384 Carbon/419.1341552734375
Area/7 Carbon/426.72637939453125
Area/2984 Carbon/455.28753662109375
Area/902 Carbon/181.220947265625
Area/3906 Carbon/216.383544921875
Area/2073 Carbon/1166.8604736328125
Area/3414 Carbon/1038.3409423828125
Area/4258 Carbon/1342.8895263671875
Area/3828 Carbon/127.3042221069336
Area/3737 Carbon/123.76091003417969
Area/1123 Carbon/1797.826171875
Area/2289 Carbon/699.0994262695312
Area/1590 Carbon/3654.923583984375
Area/2193 Carbon/842.0994873046875
Area/1616 Carbon/844.6427001953125
Area/3759 Carbon/946.9732666015625
Area/4214 Carbon/455.2874755859375
Area/2819 Carbon/364.2152099609375
Area/1800 Carbon/1365.9901123046875
Area/2033 Carbon/3096.861572265625
Area/920 Carbon/298.1352844238281
Area/2617 Carbon/396.9571838378906
Area/1681 Carbon/4311.70361328125
Area/3433 Carbon/1782.2247314453125
Area/3056 Carbon/1297.677978515625
Area/3619 Carbon/1556.288818359375
Area/3801 Carbon/1490.286376953125
Area/1655 Carbon/1197.919677734375
Area/2231 Carbon/3437.5830078125
Area/384 Carbon/453.6689453125
Area/1792 Carbon/1091.39501953125
Area/1401 Carbon/2036.74560546875
Area/2622 Carbon/474.813232421875
Area/977 Carbon/439.1526794433594
Area/2098 Carbon/736.9185791015625
Area/1888 Carbon/1103.76220703125
Area/2775 Carbon/3180.48828125
Area/1303 Carbon/1787.2362060546875
Area/2815 Carbon/176.33767700195312
Area/1830 Carbon/686.671142578125
Area/3225 Carbon/1318.6932373046875
Area/117 Carbon/416.8946838378906
Area/1702 Carbon/1028.970947265625
Area/2772 Carbon/4054.609619140625
Area/395 Carbon/948.5896606445312
Area/4132 Carbon/469.4628601074219
Area/1915 Carbon/525.0145874023438
Area/2251 Carbon/711.23046875
Area/2196 Carbon/746.66162109375
Area/3519 Carbon/1090.7457275390625
Area/2070 Carbon/964.2403564453125
Area/922 Carbon/391.43853759765625
Area/1411 Carbon/2280.371826171875
Area/4276 Carbon/95.96910095214844
Area/985 Carbon/268.7315673828125
Area/2628 Carbon/240.16615295410156
Area/510 Carbon/1063.778076171875
Area/2825 Carbon/158.7435302734375
Area/3350 Carbon/524.45751953125
Area/2604 Carbon/1230.5869140625
Area/470 Carbon/490.013427734375
Area/2767 Carbon/2422.059814453125
Area/3486 Carbon/887.2175903320312
Area/842 Carbon/730.5056762695312
Area/3207 Carbon/501.4291687011719
Area/6 Carbon/338.7160339355469
Area/3242 Carbon/951.313232421875
Area/231 Carbon/504.584228515625
Area/2484 Carbon/0.0
Area/1661 Carbon/1996.9619140625
Area/2026 Carbon/1519.6177978515625
Area/1212 Carbon/1750.9530029296875
Area/1540 Carbon/412.0556335449219
Area/3178 Carbon/121.24443054199219
Area/3585 Carbon/1126.148681640625
Area/3030 Carbon/1199.6953125
Area/188 Carbon/203.92799377441406
Area/589 Carbon/762.9874877929688
Area/4115 Carbon/213.3889617919922
Area/2035 Carbon/3174.06103515625
Area/4131 Carbon/481.90350341796875
Area/3238 Carbon/930.2197875976562
Area/889 Carbon/324.222412109375
Area/2350 Carbon/594.1185302734375
Area/394 Carbon/841.8483276367188
Area/3846 Carbon/632.7980346679688
Area/4244 Carbon/621.0350952148438
Area/4247 Carbon/824.3997192382812
Area/674 Carbon/1027.0457763671875
Area/1268 Carbon/304.3722229003906
Area/4143 Carbon/493.76727294921875
Area/1230 Carbon/2077.90087890625
Area/3751 Carbon/526.3994140625
Area/3206 Carbon/390.193603515625
Area/2498 Carbon/3116.214599609375
Area/1320 Carbon/2257.9111328125
Area/3043 Carbon/1864.6497802734375
Area/3013 Carbon/83.53636169433594
Area/822 Carbon/89.83575439453125
Area/303 Carbon/932.9841918945312
Area/2668 Carbon/2250.7265625
Area/2438 Carbon/521.9540405273438
Area/4037 Carbon/546.1458129882812
Area/3501 Carbon/1097.10888671875
Area/2264 Carbon/671.012451171875
Area/1342 Carbon/621.5877075195312
Area/1023 Carbon/792.3607177734375
Area/4075 Carbon/1351.875
Area/3966 Carbon/519.1776123046875
Area/138 Carbon/347.105224609375
Area/135 Carbon/399.37591552734375
Area/3134 Carbon/1535.4130859375
Area/2162 Carbon/863.2273559570312
Area/3498 Carbon/938.1041870117188
Area/599 Carbon/1011.3577270507812
Area/2649 Carbon/121.40091705322266
Area/2249 Carbon/866.8639526367188
Area/3730 Carbon/115.3498306274414
Area/606 Carbon/885.7535400390625
Area/814 Carbon/161.93959045410156
Area/2505 Carbon/2616.814208984375
Area/1783 Carbon/2329.59912109375
Area/2060 Carbon/1669.6878662109375
Area/2174 Carbon/624.7896728515625
Area/2239 Carbon/2051.348388671875
Area/950 Carbon/1384.70751953125
Area/3110 Carbon/175.44204711914062
Area/3573 Carbon/841.5665283203125
Area/1745 Carbon/1108.038330078125
Area/1605 Carbon/1253.1561279296875
Area/4029 Carbon/479.2626953125
Area/433 Carbon/171.6348419189453
Area/564 Carbon/505.74371337890625
Area/2195 Carbon/726.8008422851562
Area/2310 Carbon/2653.8818359375
Area/2420 Carbon/1805.22705078125
Area/937 Carbon/1748.7198486328125
Area/1613 Carbon/766.71337890625
Area/1036 Carbon/1772.422607421875
Area/1190 Carbon/146.77450561523438
Area/2202 Carbon/884.2642211914062
Area/913 Carbon/85.2010498046875
Area/55 Carbon/502.8997497558594
Area/1521 Carbon/685.7640991210938
Area/595 Carbon/824.2916259765625
Area/271 Carbon/137.55621337890625
Area/642 Carbon/138.095458984375
Area/3121 Carbon/1036.5811767578125
Area/1827 Carbon/690.811767578125
Area/341 Carbon/150.08460998535156
Area/3184 Carbon/158.0376434326172
Area/1967 Carbon/2112.205322265625
Area/2888 Carbon/504.1844177246094
Area/1674 Carbon/3926.062255859375
Area/3245 Carbon/897.5083618164062
Area/2394 Carbon/2005.18798828125
Area/1091 Carbon/127.92778778076172
Area/1927 Carbon/1297.01904296875
Area/2433 Carbon/578.0136108398438
Area/3956 Carbon/641.335205078125
Area/2450 Carbon/453.1851806640625
Area/3468 Carbon/299.50634765625
Area/1956 Carbon/5545.75732421875
Area/3363 Carbon/104.23906707763672
Area/796 Carbon/376.49261474609375
Area/551 Carbon/150.96786499023438
Area/367 Carbon/110.98814392089844
Area/1353 Carbon/642.6557006835938
Area/999 Carbon/154.31556701660156
Area/483 Carbon/836.0462646484375
Area/2482 Carbon/1339.4569091796875
Area/954 Carbon/1254.4442138671875
Area/1715 Carbon/1234.064697265625
Area/2512 Carbon/1580.033447265625
Area/200 Carbon/501.5273742675781
Area/3766 Carbon/1083.0052490234375
Area/3513 Carbon/668.116455078125
Area/1013 Carbon/363.0341491699219
Area/1701 Carbon/1045.8856201171875
Area/1446 Carbon/542.69970703125
Area/1462 Carbon/178.26742553710938
Area/296 Carbon/428.9394226074219
Area/903 Carbon/179.05410766601562
Area/176 Carbon/75.83549499511719
Area/1719 Carbon/804.5306396484375
Area/1162 Carbon/426.40631103515625
Area/3072 Carbon/632.385986328125
Area/957 Carbon/1193.9345703125
Area/3515 Carbon/686.4194946289062
Area/1428 Carbon/753.1800537109375
Area/1932 Carbon/2018.9315185546875
Area/990 Carbon/268.8692321777344
Area/3324 Carbon/956.9017333984375
Area/213 Carbon/984.9581909179688
Area/2503 Carbon/2692.521484375
Area/3995 Carbon/346.64984130859375
Area/54 Carbon/420.383056640625
Area/1624 Carbon/1096.5230712890625
Area/3274 Carbon/122.14781951904297
Area/3156 Carbon/774.1417236328125
Area/2955 Carbon/1961.2578125
Area/4049 Carbon/557.096923828125
Area/4107 Carbon/291.8629455566406
Area/4233 Carbon/496.9368591308594
Area/3 Carbon/207.57232666015625
Area/2601 Carbon/1815.9755859375
Area/978 Carbon/411.1937255859375
Area/3368 Carbon/25.684289932250977
Area/1022 Carbon/639.55810546875
Area/3155 Carbon/856.5916748046875
Area/2948 Carbon/2022.287841796875
Area/4135 Carbon/516.1474609375
Area/2027 Carbon/1730.19580078125
Area/3104 Carbon/87.20879364013672
Area/823 Carbon/103.35723114013672
Area/261 Carbon/102.4542465209961
Area/2273 Carbon/983.775634765625
Area/926 Carbon/538.1911010742188
Area/2405 Carbon/2642.278076171875
Area/2736 Carbon/165.64308166503906
Area/3815 Carbon/210.93563842773438
Area/2624 Carbon/453.7425537109375
Area/967 Carbon/951.4880981445312
Area/2779 Carbon/2196.36669921875
Area/2762 Carbon/2173.044921875
Area/3164 Carbon/818.8272094726562
Area/1972 Carbon/1348.5787353515625
Area/501 Carbon/693.0746459960938
Area/2011 Carbon/805.785888671875
Area/1536 Carbon/669.774658203125
Area/2500 Carbon/2842.826171875
Area/1168 Carbon/422.6076965332031
Area/240 Carbon/1023.991455078125
Area/1016 Carbon/442.0702819824219
Area/2261 Carbon/706.9617309570312
Area/4228 Carbon/436.4145202636719
Area/1591 Carbon/3692.9677734375
Area/3254 Carbon/1164.3231201171875
Area/4113 Carbon/179.5732421875
Area/3888 Carbon/1918.6795654296875
Area/2786 Carbon/1066.073974609375
Area/2659 Carbon/741.2761840820312
Area/2657 Carbon/545.1213989257812
Area/490 Carbon/1077.52197265625
Area/1084 Carbon/224.1319580078125
Area/3781 Carbon/475.841796875
Area/2372 Carbon/396.5902404785156
Area/1542 Carbon/239.96441650390625
Area/101 Carbon/631.1401977539062
Area/1389 Carbon/1375.2635498046875
Area/862 Carbon/1083.5865478515625
Area/172 Carbon/78.8760757446289
Area/1604 Carbon/1396.98486328125
Area/2044 Carbon/3962.2607421875
Area/272 Carbon/133.17147827148438
Area/3544 Carbon/124.73097229003906
Area/3878 Carbon/641.4200439453125
Area/1722 Carbon/461.4317626953125
Area/3371 Carbon/71.33251953125
Area/292 Carbon/455.2874755859375
Area/2932 Carbon/508.1350402832031
Area/403 Carbon/727.9437255859375
Area/1562 Carbon/627.6973266601562
Area/1896 Carbon/1198.2515869140625
Area/4103 Carbon/184.61045837402344
Area/4063 Carbon/914.7239379882812
Area/2680 Carbon/3636.83056640625
Area/468 Carbon/486.4847412109375
Area/3564 Carbon/434.71124267578125
Area/671 Carbon/1183.5404052734375
Area/366 Carbon/103.68896484375
Area/3673 Carbon/1203.4378662109375
Area/3706 Carbon/2349.20458984375
Area/1693 Carbon/1728.928466796875
Area/3833 Carbon/302.8016662597656
Area/3647 Carbon/179.0840606689453
Area/1981 Carbon/1233.0299072265625
Area/1789 Carbon/1303.695068359375
Area/4129 Carbon/494.4083251953125
Area/790 Carbon/706.895263671875
Area/1504 Carbon/2856.639404296875
Area/2107 Carbon/1015.4195556640625
Area/2768 Carbon/2595.59814453125
Area/3149 Carbon/1095.0419921875
Area/1853 Carbon/3521.13818359375
Area/1143 Carbon/1467.560302734375
Area/3427 Carbon/958.4221801757812
Area/1146 Carbon/1181.8314208984375
Area/1117 Carbon/1283.9793701171875
Area/1041 Carbon/1766.670654296875
Area/2257 Carbon/756.6376953125
Area/3788 Carbon/749.242431640625
Area/407 Carbon/570.6144409179688
Area/2418 Carbon/2373.071533203125
Area/2485 Carbon/0.0
Area/3272 Carbon/108.27513122558594
Area/1304 Carbon/1814.4324951171875
Area/1601 Carbon/2247.91015625
Area/448 Carbon/98.2671127319336
Area/1426 Carbon/858.3504638671875
Area/1107 Carbon/345.717041015625
Area/800 Carbon/271.474609375
Area/47 Carbon/335.39093017578125
Area/3420 Carbon/711.7274169921875
Area/1443 Carbon/800.6339111328125
Area/1072 Carbon/373.97210693359375
Area/3411 Carbon/1142.7635498046875
Area/123 Carbon/1024.8792724609375
Area/3047 Carbon/1932.8902587890625
Area/3769 Carbon/919.9393310546875
Area/1291 Carbon/492.96832275390625
Area/3354 Carbon/293.2737731933594
Area/1939 Carbon/2808.3291015625
Area/3834 Carbon/319.9627685546875
Area/1413 Carbon/2415.615478515625
Area/2253 Carbon/682.28515625
Area/1889 Carbon/1201.467529296875
Area/872 Carbon/1023.1309204101562
Area/1920 Carbon/737.8746948242188
Area/2286 Carbon/629.110107421875
Area/1384 Carbon/857.788818359375
Area/1858 Carbon/4909.4482421875
Area/1596 Carbon/3055.2783203125
Area/3734 Carbon/50.53368377685547
Area/3904 Carbon/336.23968505859375
Area/233 Carbon/549.531982421875
Area/3915 Carbon/30.43367576599121
Area/1625 Carbon/1045.6217041015625
Area/3109 Carbon/148.84742736816406
Area/1675 Carbon/3983.908447265625
Area/2089 Carbon/531.7363891601562
Area/277 Carbon/162.64344787597656
Area/3215 Carbon/1314.5765380859375
Area/4074 Carbon/1340.0225830078125
Area/103 Carbon/737.6547241210938
Area/1105 Carbon/292.0357971191406
Area/648 Carbon/483.0315856933594
Area/3401 Carbon/1253.74365234375
Area/1224 Carbon/2042.175048828125
Area/228 Carbon/468.8435974121094
Area/1316 Carbon/2217.3896484375
Area/2013 Carbon/742.9014892578125
Area/3744 Carbon/391.3996887207031
Area/3850 Carbon/857.5626220703125
Area/1236 Carbon/1484.7388916015625
Area/2508 Carbon/2367.669189453125
Area/419 Carbon/961.3487548828125
Area/2584 Carbon/2825.54345703125
Area/1712 Carbon/1425.4423828125
Area/2813 Carbon/133.43736267089844
Area/4261 Carbon/1152.470458984375
Area/3569 Carbon/524.7030639648438
Area/1164 Carbon/405.8591003417969
Area/3004 Carbon/51.39686584472656
Area/3114 Carbon/337.91363525390625
Area/2344 Carbon/547.4240112304688
Area/3079 Carbon/328.73822021484375
Area/1569 Carbon/1601.4022216796875
Area/1683 Carbon/4051.497314453125
Area/827 Carbon/208.7205810546875
Area/1283 Carbon/183.84393310546875
Area/1249 Carbon/506.6346130371094
Area/218 Carbon/1068.6649169921875
Area/2679 Carbon/3463.2919921875
Area/2741 Carbon/78.8796157836914
Area/1424 Carbon/968.2926025390625
Area/2398 Carbon/2768.419677734375
Area/2200 Carbon/823.502685546875
Area/2269 Carbon/492.1285400390625
Area/3615 Carbon/2310.56201171875
Area/2183 Carbon/972.9973754882812
Area/1815 Carbon/303.6251220703125
Area/2735 Carbon/183.88385009765625
Area/3342 Carbon/1403.0850830078125
Area/2307 Carbon/2599.02685546875
Area/3891 Carbon/1478.0948486328125
Area/1764 Carbon/4504.52490234375
Area/170 Carbon/104.994384765625
Area/120 Carbon/685.2300415039062
Area/1883 Carbon/1139.9140625
Area/1334 Carbon/824.2916259765625
Area/1264 Carbon/485.361083984375
Area/870 Carbon/1061.06005859375
Area/3623 Carbon/716.203125
Area/2903 Carbon/122.65617370605469
Area/1765 Carbon/4620.21728515625
Area/2514 Carbon/1102.1083984375
Area/3937 Carbon/458.9026184082031
Area/1599 Carbon/2465.0546875
Area/2839 Carbon/286.1474609375
Area/77 Carbon/121.38026428222656
Area/590 Carbon/754.8782958984375
Area/1758 Carbon/2883.582763671875
Area/3933 Carbon/283.9169006347656
Area/4263 Carbon/841.6456298828125
Area/1171 Carbon/454.3000183105469
Area/3635 Carbon/126.57762145996094
Area/1945 Carbon/4041.754638671875
Area/4018 Carbon/279.6554870605469
Area/677 Carbon/825.5173950195312
Area/128 Carbon/833.9739990234375
Area/4080 Carbon/1013.298583984375
Area/3113 Carbon/285.5971984863281
Area/181 Carbon/116.64604187011719
Area/358 Carbon/103.07928466796875
Area/2606 Carbon/942.7265014648438
Area/3791 Carbon/915.1392822265625
Area/1328 Carbon/1643.9130859375
Area/1381 Carbon/512.6376342773438
Area/1549 Carbon/104.11937713623047
Area/2272 Carbon/878.8438720703125
Area/1560 Carbon/464.99468994140625
Area/91 Carbon/178.4614715576172
Area/921 Carbon/338.93597412109375
Area/1796 Carbon/1056.076904296875
Area/2045 Carbon/4260.28466796875
Area/365 Carbon/99.62318420410156
Area/817 Carbon/216.6009521484375
Area/1586 Carbon/3356.7236328125
Area/1386 Carbon/1086.9091796875
Area/4218 Carbon/371.7731018066406
Area/641 Carbon/116.58882904052734
Area/3224 Carbon/1275.2186279296875
Area/3765 Carbon/1126.148681640625
Area/1748 Carbon/1778.3900146484375
Area/1445 Carbon/566.688720703125
Area/3666 Carbon/953.259033203125
Area/1159 Carbon/455.5078430175781
Area/1922 Carbon/790.8737182617188
Area/737 Carbon/278.7855224609375
Area/357 Carbon/93.97775268554688
Area/3990 Carbon/744.6868896484375
Area/1728 Carbon/104.25336456298828
Area/2373 Carbon/516.7941284179688
Area/521 Carbon/325.4168395996094
Area/1911 Carbon/107.97085571289062
Area/947 Carbon/1506.865234375
Area/1893 Carbon/1349.9849853515625
Area/1667 Carbon/2709.898193359375
Area/3338 Carbon/988.6381225585938
Area/3928 Carbon/287.53167724609375
Area/752 Carbon/621.2484741210938
Area/1642 Carbon/217.46669006347656
Area/3710 Carbon/1478.4696044921875
Area/4160 Carbon/1153.6470947265625
Area/3793 Carbon/1448.429443359375
Area/2744 Carbon/106.74020385742188
Area/2718 Carbon/297.1749572753906
Area/3918 Carbon/81.17366790771484
Area/1941 Carbon/3450.614501953125
Area/1323 Carbon/2095.436767578125
Area/3403 Carbon/1157.1162109375
Area/1657 Carbon/1656.943359375
Area/2758 Carbon/1413.7777099609375
Area/2452 Carbon/575.3921508789062
Area/1097 Carbon/98.01667785644531
Area/2199 Carbon/762.70068359375
Area/809 Carbon/172.7568359375
Area/1770 Carbon/4735.90966796875
Area/1656 Carbon/1503.8443603515625
Area/2468 Carbon/255.72962951660156
Area/1516 Carbon/71636.3828125
Area/2800 Carbon/391.4611511230469
Area/3063 Carbon/807.0376586914062
Area/1704 Carbon/884.0384521484375
Area/1062 Carbon/699.2030029296875
Area/844 Carbon/941.2686767578125
Area/1425 Carbon/905.1823120117188
Area/45 Carbon/349.0628967285156
Area/254 Carbon/138.41392517089844
Area/963 Carbon/1053.7930908203125
Area/2866 Carbon/2658.912109375
Area/401 Carbon/935.20458984375
Area/4215 Carbon/455.1278991699219
Area/2393 Carbon/1832.523681640625
Area/4241 Carbon/436.1562805175781
Area/3973 Carbon/1001.8901977539062
Area/1474 Carbon/823.8740234375
Area/2582 Carbon/3265.704345703125
Area/3712 Carbon/972.0977172851562
Area/3517 Carbon/923.4615478515625
Area/3779 Carbon/594.1185302734375
Area/849 Carbon/2214.9404296875
Area/2586 Carbon/2939.479736328125
Area/1151 Carbon/884.0384521484375
Area/942 Carbon/1750.8289794921875
Area/2012 Carbon/782.162109375
Area/1360 Carbon/246.20211791992188
Area/1476 Carbon/1082.616455078125
Area/2746 Carbon/178.98541259765625
Area/2256 Carbon/737.3773193359375
Area/3451 Carbon/151.41566467285156
Area/1027 Carbon/1572.9989013671875
Area/1392 Carbon/1628.1175537109375
Area/562 Carbon/605.5811157226562
Area/343 Carbon/144.66212463378906
Area/1015 Carbon/410.70953369140625
Area/234 Carbon/556.4165649414062
Area/746 Carbon/565.01953125
Area/4026 Carbon/314.69189453125
Area/3145 Carbon/1277.51318359375
